report_id,org_name,org_email,date_debut,date_fin,domaine,adkim,aspf,p,sp,pct,fichier,traite_le,cle
demo-enterpriseoutlook-20260826-laiterie,Enterprise Outlook,dmarcreport@microsoft.com,2026-08-26 00:00:00,2026-08-26 23:59:59,laiterie.example,r,r,reject,reject,100,demo-enterpriseoutlook-20260826-laiterie.xml,2026-08-27 03:59:59,enterprise outlook|demo-enterpriseoutlook-20260826-laiterie
demo-yahoo-20260826-laiterie,Yahoo,dmarchelp@yahooinc.com,2026-08-26 00:00:00,2026-08-26 23:59:59,laiterie.example,r,r,reject,reject,100,demo-yahoo-20260826-laiterie.xml,2026-08-27 03:59:59,yahoo|demo-yahoo-20260826-laiterie
demo-mimecast-20260826-laiterie,Mimecast,dmarc-report@mimecast.com,2026-08-26 00:00:00,2026-08-26 23:59:59,laiterie.example,r,r,reject,reject,100,demo-mimecast-20260826-laiterie.xml,2026-08-27 03:59:59,mimecast|demo-mimecast-20260826-laiterie
demo-amazonses-20260826-laiterie,AMAZON-SES,postmaster@amazonses.com,2026-08-26 00:00:00,2026-08-26 23:59:59,laiterie.example,r,r,reject,reject,100,demo-amazonses-20260826-laiterie.xml,2026-08-27 03:59:59,amazon-ses|demo-amazonses-20260826-laiterie
demo-googlecom-20260826-boutique-laiterie,google.com,noreply-dmarc-support@google.com,2026-08-26 00:00:00,2026-08-26 23:59:59,boutique-laiterie.example,r,r,quarantine,quarantine,100,demo-googlecom-20260826-boutique-laiterie.xml,2026-08-27 03:59:59,google.com|demo-googlecom-20260826-boutique-laiterie
demo-amazonses-20260826-boutique-laiterie,AMAZON-SES,postmaster@amazonses.com,2026-08-26 00:00:00,2026-08-26 23:59:59,boutique-laiterie.example,r,r,quarantine,quarantine,100,demo-amazonses-20260826-boutique-laiterie.xml,2026-08-27 03:59:59,amazon-ses|demo-amazonses-20260826-boutique-laiterie
demo-googlecom-20260827-laiterie,google.com,noreply-dmarc-support@google.com,2026-08-27 00:00:00,2026-08-27 23:59:59,laiterie.example,r,r,reject,reject,100,demo-googlecom-20260827-laiterie.xml,2026-08-28 04:59:59,google.com|demo-googlecom-20260827-laiterie
demo-enterpriseoutlook-20260827-laiterie,Enterprise Outlook,dmarcreport@microsoft.com,2026-08-27 00:00:00,2026-08-27 23:59:59,laiterie.example,r,r,reject,reject,100,demo-enterpriseoutlook-20260827-laiterie.xml,2026-08-28 04:59:59,enterprise outlook|demo-enterpriseoutlook-20260827-laiterie
demo-yahoo-20260827-laiterie,Yahoo,dmarchelp@yahooinc.com,2026-08-27 00:00:00,2026-08-27 23:59:59,laiterie.example,r,r,reject,reject,100,demo-yahoo-20260827-laiterie.xml,2026-08-28 04:59:59,yahoo|demo-yahoo-20260827-laiterie
demo-mimecast-20260827-laiterie,Mimecast,dmarc-report@mimecast.com,2026-08-27 00:00:00,2026-08-27 23:59:59,laiterie.example,r,r,reject,reject,100,demo-mimecast-20260827-laiterie.xml,2026-08-28 04:59:59,mimecast|demo-mimecast-20260827-laiterie
demo-amazonses-20260827-laiterie,AMAZON-SES,postmaster@amazonses.com,2026-08-27 00:00:00,2026-08-27 23:59:59,laiterie.example,r,r,reject,reject,100,demo-amazonses-20260827-laiterie.xml,2026-08-28 04:59:59,amazon-ses|demo-amazonses-20260827-laiterie
demo-enterpriseoutlook-20260827-boutique-laiterie,Enterprise Outlook,dmarcreport@microsoft.com,2026-08-27 00:00:00,2026-08-27 23:59:59,boutique-laiterie.example,r,r,quarantine,quarantine,100,demo-enterpriseoutlook-20260827-boutique-laiterie.xml,2026-08-28 04:59:59,enterprise outlook|demo-enterpriseoutlook-20260827-boutique-laiterie
demo-yahoo-20260827-boutique-laiterie,Yahoo,dmarchelp@yahooinc.com,2026-08-27 00:00:00,2026-08-27 23:59:59,boutique-laiterie.example,r,r,quarantine,quarantine,100,demo-yahoo-20260827-boutique-laiterie.xml,2026-08-28 04:59:59,yahoo|demo-yahoo-20260827-boutique-laiterie
demo-mimecast-20260827-boutique-laiterie,Mimecast,dmarc-report@mimecast.com,2026-08-27 00:00:00,2026-08-27 23:59:59,boutique-laiterie.example,r,r,quarantine,quarantine,100,demo-mimecast-20260827-boutique-laiterie.xml,2026-08-28 04:59:59,mimecast|demo-mimecast-20260827-boutique-laiterie
demo-amazonses-20260827-boutique-laiterie,AMAZON-SES,postmaster@amazonses.com,2026-08-27 00:00:00,2026-08-27 23:59:59,boutique-laiterie.example,r,r,quarantine,quarantine,100,demo-amazonses-20260827-boutique-laiterie.xml,2026-08-28 04:59:59,amazon-ses|demo-amazonses-20260827-boutique-laiterie
demo-googlecom-20260828-laiterie,google.com,noreply-dmarc-support@google.com,2026-08-28 00:00:00,2026-08-28 23:59:59,laiterie.example,r,r,reject,reject,100,demo-googlecom-20260828-laiterie.xml,2026-08-29 05:59:59,google.com|demo-googlecom-20260828-laiterie
demo-enterpriseoutlook-20260828-laiterie,Enterprise Outlook,dmarcreport@microsoft.com,2026-08-28 00:00:00,2026-08-28 23:59:59,laiterie.example,r,r,reject,reject,100,demo-enterpriseoutlook-20260828-laiterie.xml,2026-08-29 05:59:59,enterprise outlook|demo-enterpriseoutlook-20260828-laiterie
demo-yahoo-20260828-laiterie,Yahoo,dmarchelp@yahooinc.com,2026-08-28 00:00:00,2026-08-28 23:59:59,laiterie.example,r,r,reject,reject,100,demo-yahoo-20260828-laiterie.xml,2026-08-29 05:59:59,yahoo|demo-yahoo-20260828-laiterie
demo-mimecast-20260828-laiterie,Mimecast,dmarc-report@mimecast.com,2026-08-28 00:00:00,2026-08-28 23:59:59,laiterie.example,r,r,reject,reject,100,demo-mimecast-20260828-laiterie.xml,2026-08-29 05:59:59,mimecast|demo-mimecast-20260828-laiterie
demo-amazonses-20260828-laiterie,AMAZON-SES,postmaster@amazonses.com,2026-08-28 00:00:00,2026-08-28 23:59:59,laiterie.example,r,r,reject,reject,100,demo-amazonses-20260828-laiterie.xml,2026-08-29 05:59:59,amazon-ses|demo-amazonses-20260828-laiterie
demo-googlecom-20260828-boutique-laiterie,google.com,noreply-dmarc-support@google.com,2026-08-28 00:00:00,2026-08-28 23:59:59,boutique-laiterie.example,r,r,quarantine,quarantine,100,demo-googlecom-20260828-boutique-laiterie.xml,2026-08-29 05:59:59,google.com|demo-googlecom-20260828-boutique-laiterie
demo-yahoo-20260828-boutique-laiterie,Yahoo,dmarchelp@yahooinc.com,2026-08-28 00:00:00,2026-08-28 23:59:59,boutique-laiterie.example,r,r,quarantine,quarantine,100,demo-yahoo-20260828-boutique-laiterie.xml,2026-08-29 05:59:59,yahoo|demo-yahoo-20260828-boutique-laiterie
demo-amazonses-20260828-boutique-laiterie,AMAZON-SES,postmaster@amazonses.com,2026-08-28 00:00:00,2026-08-28 23:59:59,boutique-laiterie.example,r,r,quarantine,quarantine,100,demo-amazonses-20260828-boutique-laiterie.xml,2026-08-29 05:59:59,amazon-ses|demo-amazonses-20260828-boutique-laiterie
demo-googlecom-20260829-laiterie,google.com,noreply-dmarc-support@google.com,2026-08-29 00:00:00,2026-08-29 23:59:59,laiterie.example,r,r,reject,reject,100,demo-googlecom-20260829-laiterie.xml,2026-08-30 06:59:59,google.com|demo-googlecom-20260829-laiterie
demo-yahoo-20260829-laiterie,Yahoo,dmarchelp@yahooinc.com,2026-08-29 00:00:00,2026-08-29 23:59:59,laiterie.example,r,r,reject,reject,100,demo-yahoo-20260829-laiterie.xml,2026-08-30 06:59:59,yahoo|demo-yahoo-20260829-laiterie
demo-mimecast-20260829-laiterie,Mimecast,dmarc-report@mimecast.com,2026-08-29 00:00:00,2026-08-29 23:59:59,laiterie.example,r,r,reject,reject,100,demo-mimecast-20260829-laiterie.xml,2026-08-30 06:59:59,mimecast|demo-mimecast-20260829-laiterie
demo-amazonses-20260829-laiterie,AMAZON-SES,postmaster@amazonses.com,2026-08-29 00:00:00,2026-08-29 23:59:59,laiterie.example,r,r,reject,reject,100,demo-amazonses-20260829-laiterie.xml,2026-08-30 06:59:59,amazon-ses|demo-amazonses-20260829-laiterie
demo-googlecom-20260829-boutique-laiterie,google.com,noreply-dmarc-support@google.com,2026-08-29 00:00:00,2026-08-29 23:59:59,boutique-laiterie.example,r,r,quarantine,quarantine,100,demo-googlecom-20260829-boutique-laiterie.xml,2026-08-30 06:59:59,google.com|demo-googlecom-20260829-boutique-laiterie
demo-enterpriseoutlook-20260829-boutique-laiterie,Enterprise Outlook,dmarcreport@microsoft.com,2026-08-29 00:00:00,2026-08-29 23:59:59,boutique-laiterie.example,r,r,quarantine,quarantine,100,demo-enterpriseoutlook-20260829-boutique-laiterie.xml,2026-08-30 06:59:59,enterprise outlook|demo-enterpriseoutlook-20260829-boutique-laiterie
demo-mimecast-20260829-boutique-laiterie,Mimecast,dmarc-report@mimecast.com,2026-08-29 00:00:00,2026-08-29 23:59:59,boutique-laiterie.example,r,r,quarantine,quarantine,100,demo-mimecast-20260829-boutique-laiterie.xml,2026-08-30 06:59:59,mimecast|demo-mimecast-20260829-boutique-laiterie
demo-amazonses-20260829-boutique-laiterie,AMAZON-SES,postmaster@amazonses.com,2026-08-29 00:00:00,2026-08-29 23:59:59,boutique-laiterie.example,r,r,quarantine,quarantine,100,demo-amazonses-20260829-boutique-laiterie.xml,2026-08-30 06:59:59,amazon-ses|demo-amazonses-20260829-boutique-laiterie
demo-googlecom-20260830-laiterie,google.com,noreply-dmarc-support@google.com,2026-08-30 00:00:00,2026-08-30 23:59:59,laiterie.example,r,r,reject,reject,100,demo-googlecom-20260830-laiterie.xml,2026-08-31 02:59:59,google.com|demo-googlecom-20260830-laiterie
demo-enterpriseoutlook-20260830-laiterie,Enterprise Outlook,dmarcreport@microsoft.com,2026-08-30 00:00:00,2026-08-30 23:59:59,laiterie.example,r,r,reject,reject,100,demo-enterpriseoutlook-20260830-laiterie.xml,2026-08-31 02:59:59,enterprise outlook|demo-enterpriseoutlook-20260830-laiterie
demo-yahoo-20260830-laiterie,Yahoo,dmarchelp@yahooinc.com,2026-08-30 00:00:00,2026-08-30 23:59:59,laiterie.example,r,r,reject,reject,100,demo-yahoo-20260830-laiterie.xml,2026-08-31 02:59:59,yahoo|demo-yahoo-20260830-laiterie
demo-mimecast-20260830-laiterie,Mimecast,dmarc-report@mimecast.com,2026-08-30 00:00:00,2026-08-30 23:59:59,laiterie.example,r,r,reject,reject,100,demo-mimecast-20260830-laiterie.xml,2026-08-31 02:59:59,mimecast|demo-mimecast-20260830-laiterie
demo-amazonses-20260830-laiterie,AMAZON-SES,postmaster@amazonses.com,2026-08-30 00:00:00,2026-08-30 23:59:59,laiterie.example,r,r,reject,reject,100,demo-amazonses-20260830-laiterie.xml,2026-08-31 02:59:59,amazon-ses|demo-amazonses-20260830-laiterie
demo-googlecom-20260830-boutique-laiterie,google.com,noreply-dmarc-support@google.com,2026-08-30 00:00:00,2026-08-30 23:59:59,boutique-laiterie.example,r,r,quarantine,quarantine,100,demo-googlecom-20260830-boutique-laiterie.xml,2026-08-31 02:59:59,google.com|demo-googlecom-20260830-boutique-laiterie
demo-mimecast-20260830-boutique-laiterie,Mimecast,dmarc-report@mimecast.com,2026-08-30 00:00:00,2026-08-30 23:59:59,boutique-laiterie.example,r,r,quarantine,quarantine,100,demo-mimecast-20260830-boutique-laiterie.xml,2026-08-31 02:59:59,mimecast|demo-mimecast-20260830-boutique-laiterie
demo-googlecom-20260831-laiterie,google.com,noreply-dmarc-support@google.com,2026-08-31 00:00:00,2026-08-31 23:59:59,laiterie.example,r,r,reject,reject,100,demo-googlecom-20260831-laiterie.xml,2026-09-01 03:59:59,google.com|demo-googlecom-20260831-laiterie
demo-enterpriseoutlook-20260831-laiterie,Enterprise Outlook,dmarcreport@microsoft.com,2026-08-31 00:00:00,2026-08-31 23:59:59,laiterie.example,r,r,reject,reject,100,demo-enterpriseoutlook-20260831-laiterie.xml,2026-09-01 03:59:59,enterprise outlook|demo-enterpriseoutlook-20260831-laiterie
demo-yahoo-20260831-laiterie,Yahoo,dmarchelp@yahooinc.com,2026-08-31 00:00:00,2026-08-31 23:59:59,laiterie.example,r,r,reject,reject,100,demo-yahoo-20260831-laiterie.xml,2026-09-01 03:59:59,yahoo|demo-yahoo-20260831-laiterie
demo-mimecast-20260831-laiterie,Mimecast,dmarc-report@mimecast.com,2026-08-31 00:00:00,2026-08-31 23:59:59,laiterie.example,r,r,reject,reject,100,demo-mimecast-20260831-laiterie.xml,2026-09-01 03:59:59,mimecast|demo-mimecast-20260831-laiterie
demo-amazonses-20260831-laiterie,AMAZON-SES,postmaster@amazonses.com,2026-08-31 00:00:00,2026-08-31 23:59:59,laiterie.example,r,r,reject,reject,100,demo-amazonses-20260831-laiterie.xml,2026-09-01 03:59:59,amazon-ses|demo-amazonses-20260831-laiterie
demo-googlecom-20260831-boutique-laiterie,google.com,noreply-dmarc-support@google.com,2026-08-31 00:00:00,2026-08-31 23:59:59,boutique-laiterie.example,r,r,quarantine,quarantine,100,demo-googlecom-20260831-boutique-laiterie.xml,2026-09-01 03:59:59,google.com|demo-googlecom-20260831-boutique-laiterie
demo-enterpriseoutlook-20260831-boutique-laiterie,Enterprise Outlook,dmarcreport@microsoft.com,2026-08-31 00:00:00,2026-08-31 23:59:59,boutique-laiterie.example,r,r,quarantine,quarantine,100,demo-enterpriseoutlook-20260831-boutique-laiterie.xml,2026-09-01 03:59:59,enterprise outlook|demo-enterpriseoutlook-20260831-boutique-laiterie
demo-googlecom-20260901-laiterie,google.com,noreply-dmarc-support@google.com,2026-09-01 00:00:00,2026-09-01 23:59:59,laiterie.example,r,r,reject,reject,100,demo-googlecom-20260901-laiterie.xml,2026-09-02 02:59:59,google.com|demo-googlecom-20260901-laiterie
demo-enterpriseoutlook-20260901-laiterie,Enterprise Outlook,dmarcreport@microsoft.com,2026-09-01 00:00:00,2026-09-01 23:59:59,laiterie.example,r,r,reject,reject,100,demo-enterpriseoutlook-20260901-laiterie.xml,2026-09-02 02:59:59,enterprise outlook|demo-enterpriseoutlook-20260901-laiterie
demo-yahoo-20260901-laiterie,Yahoo,dmarchelp@yahooinc.com,2026-09-01 00:00:00,2026-09-01 23:59:59,laiterie.example,r,r,reject,reject,100,demo-yahoo-20260901-laiterie.xml,2026-09-02 02:59:59,yahoo|demo-yahoo-20260901-laiterie
demo-mimecast-20260901-laiterie,Mimecast,dmarc-report@mimecast.com,2026-09-01 00:00:00,2026-09-01 23:59:59,laiterie.example,r,r,reject,reject,100,demo-mimecast-20260901-laiterie.xml,2026-09-02 02:59:59,mimecast|demo-mimecast-20260901-laiterie
demo-amazonses-20260901-laiterie,AMAZON-SES,postmaster@amazonses.com,2026-09-01 00:00:00,2026-09-01 23:59:59,laiterie.example,r,r,reject,reject,100,demo-amazonses-20260901-laiterie.xml,2026-09-02 02:59:59,amazon-ses|demo-amazonses-20260901-laiterie
demo-googlecom-20260901-boutique-laiterie,google.com,noreply-dmarc-support@google.com,2026-09-01 00:00:00,2026-09-01 23:59:59,boutique-laiterie.example,r,r,quarantine,quarantine,100,demo-googlecom-20260901-boutique-laiterie.xml,2026-09-02 02:59:59,google.com|demo-googlecom-20260901-boutique-laiterie
demo-enterpriseoutlook-20260901-boutique-laiterie,Enterprise Outlook,dmarcreport@microsoft.com,2026-09-01 00:00:00,2026-09-01 23:59:59,boutique-laiterie.example,r,r,quarantine,quarantine,100,demo-enterpriseoutlook-20260901-boutique-laiterie.xml,2026-09-02 02:59:59,enterprise outlook|demo-enterpriseoutlook-20260901-boutique-laiterie
demo-yahoo-20260901-boutique-laiterie,Yahoo,dmarchelp@yahooinc.com,2026-09-01 00:00:00,2026-09-01 23:59:59,boutique-laiterie.example,r,r,quarantine,quarantine,100,demo-yahoo-20260901-boutique-laiterie.xml,2026-09-02 02:59:59,yahoo|demo-yahoo-20260901-boutique-laiterie
demo-mimecast-20260901-boutique-laiterie,Mimecast,dmarc-report@mimecast.com,2026-09-01 00:00:00,2026-09-01 23:59:59,boutique-laiterie.example,r,r,quarantine,quarantine,100,demo-mimecast-20260901-boutique-laiterie.xml,2026-09-02 02:59:59,mimecast|demo-mimecast-20260901-boutique-laiterie
demo-googlecom-20260902-laiterie,google.com,noreply-dmarc-support@google.com,2026-09-02 00:00:00,2026-09-02 23:59:59,laiterie.example,r,r,reject,reject,100,demo-googlecom-20260902-laiterie.xml,2026-09-03 07:59:59,google.com|demo-googlecom-20260902-laiterie
demo-enterpriseoutlook-20260902-laiterie,Enterprise Outlook,dmarcreport@microsoft.com,2026-09-02 00:00:00,2026-09-02 23:59:59,laiterie.example,r,r,reject,reject,100,demo-enterpriseoutlook-20260902-laiterie.xml,2026-09-03 07:59:59,enterprise outlook|demo-enterpriseoutlook-20260902-laiterie
demo-yahoo-20260902-laiterie,Yahoo,dmarchelp@yahooinc.com,2026-09-02 00:00:00,2026-09-02 23:59:59,laiterie.example,r,r,reject,reject,100,demo-yahoo-20260902-laiterie.xml,2026-09-03 07:59:59,yahoo|demo-yahoo-20260902-laiterie
demo-mimecast-20260902-laiterie,Mimecast,dmarc-report@mimecast.com,2026-09-02 00:00:00,2026-09-02 23:59:59,laiterie.example,r,r,reject,reject,100,demo-mimecast-20260902-laiterie.xml,2026-09-03 07:59:59,mimecast|demo-mimecast-20260902-laiterie
demo-amazonses-20260902-laiterie,AMAZON-SES,postmaster@amazonses.com,2026-09-02 00:00:00,2026-09-02 23:59:59,laiterie.example,r,r,reject,reject,100,demo-amazonses-20260902-laiterie.xml,2026-09-03 07:59:59,amazon-ses|demo-amazonses-20260902-laiterie
demo-googlecom-20260902-boutique-laiterie,google.com,noreply-dmarc-support@google.com,2026-09-02 00:00:00,2026-09-02 23:59:59,boutique-laiterie.example,r,r,quarantine,quarantine,100,demo-googlecom-20260902-boutique-laiterie.xml,2026-09-03 07:59:59,google.com|demo-googlecom-20260902-boutique-laiterie
demo-enterpriseoutlook-20260902-boutique-laiterie,Enterprise Outlook,dmarcreport@microsoft.com,2026-09-02 00:00:00,2026-09-02 23:59:59,boutique-laiterie.example,r,r,quarantine,quarantine,100,demo-enterpriseoutlook-20260902-boutique-laiterie.xml,2026-09-03 07:59:59,enterprise outlook|demo-enterpriseoutlook-20260902-boutique-laiterie
demo-yahoo-20260902-boutique-laiterie,Yahoo,dmarchelp@yahooinc.com,2026-09-02 00:00:00,2026-09-02 23:59:59,boutique-laiterie.example,r,r,quarantine,quarantine,100,demo-yahoo-20260902-boutique-laiterie.xml,2026-09-03 07:59:59,yahoo|demo-yahoo-20260902-boutique-laiterie
demo-mimecast-20260902-boutique-laiterie,Mimecast,dmarc-report@mimecast.com,2026-09-02 00:00:00,2026-09-02 23:59:59,boutique-laiterie.example,r,r,quarantine,quarantine,100,demo-mimecast-20260902-boutique-laiterie.xml,2026-09-03 07:59:59,mimecast|demo-mimecast-20260902-boutique-laiterie
demo-amazonses-20260902-boutique-laiterie,AMAZON-SES,postmaster@amazonses.com,2026-09-02 00:00:00,2026-09-02 23:59:59,boutique-laiterie.example,r,r,quarantine,quarantine,100,demo-amazonses-20260902-boutique-laiterie.xml,2026-09-03 07:59:59,amazon-ses|demo-amazonses-20260902-boutique-laiterie
demo-googlecom-20260903-laiterie,google.com,noreply-dmarc-support@google.com,2026-09-03 00:00:00,2026-09-03 23:59:59,laiterie.example,r,r,reject,reject,100,demo-googlecom-20260903-laiterie.xml,2026-09-04 06:59:59,google.com|demo-googlecom-20260903-laiterie
demo-enterpriseoutlook-20260903-laiterie,Enterprise Outlook,dmarcreport@microsoft.com,2026-09-03 00:00:00,2026-09-03 23:59:59,laiterie.example,r,r,reject,reject,100,demo-enterpriseoutlook-20260903-laiterie.xml,2026-09-04 06:59:59,enterprise outlook|demo-enterpriseoutlook-20260903-laiterie
demo-yahoo-20260903-laiterie,Yahoo,dmarchelp@yahooinc.com,2026-09-03 00:00:00,2026-09-03 23:59:59,laiterie.example,r,r,reject,reject,100,demo-yahoo-20260903-laiterie.xml,2026-09-04 06:59:59,yahoo|demo-yahoo-20260903-laiterie
demo-mimecast-20260903-laiterie,Mimecast,dmarc-report@mimecast.com,2026-09-03 00:00:00,2026-09-03 23:59:59,laiterie.example,r,r,reject,reject,100,demo-mimecast-20260903-laiterie.xml,2026-09-04 06:59:59,mimecast|demo-mimecast-20260903-laiterie
demo-amazonses-20260903-laiterie,AMAZON-SES,postmaster@amazonses.com,2026-09-03 00:00:00,2026-09-03 23:59:59,laiterie.example,r,r,reject,reject,100,demo-amazonses-20260903-laiterie.xml,2026-09-04 06:59:59,amazon-ses|demo-amazonses-20260903-laiterie
demo-googlecom-20260903-boutique-laiterie,google.com,noreply-dmarc-support@google.com,2026-09-03 00:00:00,2026-09-03 23:59:59,boutique-laiterie.example,r,r,quarantine,quarantine,100,demo-googlecom-20260903-boutique-laiterie.xml,2026-09-04 06:59:59,google.com|demo-googlecom-20260903-boutique-laiterie
demo-enterpriseoutlook-20260903-boutique-laiterie,Enterprise Outlook,dmarcreport@microsoft.com,2026-09-03 00:00:00,2026-09-03 23:59:59,boutique-laiterie.example,r,r,quarantine,quarantine,100,demo-enterpriseoutlook-20260903-boutique-laiterie.xml,2026-09-04 06:59:59,enterprise outlook|demo-enterpriseoutlook-20260903-boutique-laiterie
demo-yahoo-20260903-boutique-laiterie,Yahoo,dmarchelp@yahooinc.com,2026-09-03 00:00:00,2026-09-03 23:59:59,boutique-laiterie.example,r,r,quarantine,quarantine,100,demo-yahoo-20260903-boutique-laiterie.xml,2026-09-04 06:59:59,yahoo|demo-yahoo-20260903-boutique-laiterie
demo-mimecast-20260903-boutique-laiterie,Mimecast,dmarc-report@mimecast.com,2026-09-03 00:00:00,2026-09-03 23:59:59,boutique-laiterie.example,r,r,quarantine,quarantine,100,demo-mimecast-20260903-boutique-laiterie.xml,2026-09-04 06:59:59,mimecast|demo-mimecast-20260903-boutique-laiterie
demo-amazonses-20260903-boutique-laiterie,AMAZON-SES,postmaster@amazonses.com,2026-09-03 00:00:00,2026-09-03 23:59:59,boutique-laiterie.example,r,r,quarantine,quarantine,100,demo-amazonses-20260903-boutique-laiterie.xml,2026-09-04 06:59:59,amazon-ses|demo-amazonses-20260903-boutique-laiterie
demo-googlecom-20260904-laiterie,google.com,noreply-dmarc-support@google.com,2026-09-04 00:00:00,2026-09-04 23:59:59,laiterie.example,r,r,reject,reject,100,demo-googlecom-20260904-laiterie.xml,2026-09-05 02:59:59,google.com|demo-googlecom-20260904-laiterie
demo-enterpriseoutlook-20260904-laiterie,Enterprise Outlook,dmarcreport@microsoft.com,2026-09-04 00:00:00,2026-09-04 23:59:59,laiterie.example,r,r,reject,reject,100,demo-enterpriseoutlook-20260904-laiterie.xml,2026-09-05 02:59:59,enterprise outlook|demo-enterpriseoutlook-20260904-laiterie
demo-yahoo-20260904-laiterie,Yahoo,dmarchelp@yahooinc.com,2026-09-04 00:00:00,2026-09-04 23:59:59,laiterie.example,r,r,reject,reject,100,demo-yahoo-20260904-laiterie.xml,2026-09-05 02:59:59,yahoo|demo-yahoo-20260904-laiterie
demo-mimecast-20260904-laiterie,Mimecast,dmarc-report@mimecast.com,2026-09-04 00:00:00,2026-09-04 23:59:59,laiterie.example,r,r,reject,reject,100,demo-mimecast-20260904-laiterie.xml,2026-09-05 02:59:59,mimecast|demo-mimecast-20260904-laiterie
demo-amazonses-20260904-laiterie,AMAZON-SES,postmaster@amazonses.com,2026-09-04 00:00:00,2026-09-04 23:59:59,laiterie.example,r,r,reject,reject,100,demo-amazonses-20260904-laiterie.xml,2026-09-05 02:59:59,amazon-ses|demo-amazonses-20260904-laiterie
demo-enterpriseoutlook-20260904-boutique-laiterie,Enterprise Outlook,dmarcreport@microsoft.com,2026-09-04 00:00:00,2026-09-04 23:59:59,boutique-laiterie.example,r,r,quarantine,quarantine,100,demo-enterpriseoutlook-20260904-boutique-laiterie.xml,2026-09-05 02:59:59,enterprise outlook|demo-enterpriseoutlook-20260904-boutique-laiterie
demo-yahoo-20260904-boutique-laiterie,Yahoo,dmarchelp@yahooinc.com,2026-09-04 00:00:00,2026-09-04 23:59:59,boutique-laiterie.example,r,r,quarantine,quarantine,100,demo-yahoo-20260904-boutique-laiterie.xml,2026-09-05 02:59:59,yahoo|demo-yahoo-20260904-boutique-laiterie
demo-mimecast-20260904-boutique-laiterie,Mimecast,dmarc-report@mimecast.com,2026-09-04 00:00:00,2026-09-04 23:59:59,boutique-laiterie.example,r,r,quarantine,quarantine,100,demo-mimecast-20260904-boutique-laiterie.xml,2026-09-05 02:59:59,mimecast|demo-mimecast-20260904-boutique-laiterie
