report_id,domaine,source_ip,count,disposition,dkim_eval,spf_eval,header_from,envelope_from,dkim_domaines,dkim_resultats,spf_domaines,spf_resultats,cle,dkim_diag
demo-yahoo-20260825-laiterie,laiterie.example,203.0.113.11,36,none,pass,pass,laiterie.example,laiterie.example,laiterie.example,pass,laiterie.example,pass,yahoo|demo-yahoo-20260825-laiterie,DKIM valide
demo-yahoo-20260825-laiterie,laiterie.example,203.0.113.12,32,none,pass,pass,laiterie.example,laiterie.example,laiterie.example,pass,laiterie.example,pass,yahoo|demo-yahoo-20260825-laiterie,DKIM valide
demo-yahoo-20260825-laiterie,laiterie.example,203.0.113.13,44,none,pass,pass,laiterie.example,laiterie.example,laiterie.example,pass,laiterie.example,pass,yahoo|demo-yahoo-20260825-laiterie,DKIM valide
demo-yahoo-20260825-laiterie,laiterie.example,198.51.100.20,19,none,pass,fail,laiterie.example,bounce.lettre-pro.example,laiterie.example,pass,bounce.lettre-pro.example,pass,yahoo|demo-yahoo-20260825-laiterie,DKIM valide
demo-yahoo-20260825-laiterie,laiterie.example,192.0.2.50,1,none,pass,fail,laiterie.example,laiterie.example,laiterie.example,pass,laiterie.example,fail,yahoo|demo-yahoo-20260825-laiterie,DKIM valide
demo-yahoo-20260825-laiterie,laiterie.example,198.51.100.201,3,reject,fail,fail,laiterie.example,,,,fraudeur.example,fail,yahoo|demo-yahoo-20260825-laiterie,DKIM absent
demo-mimecast-20260825-laiterie,laiterie.example,203.0.113.10,35,none,pass,pass,laiterie.example,laiterie.example,laiterie.example,pass,laiterie.example,pass,mimecast|demo-mimecast-20260825-laiterie,DKIM valide
demo-mimecast-20260825-laiterie,laiterie.example,203.0.113.11,45,none,pass,pass,laiterie.example,laiterie.example,laiterie.example,pass,laiterie.example,pass,mimecast|demo-mimecast-20260825-laiterie,DKIM valide
demo-mimecast-20260825-laiterie,laiterie.example,203.0.113.12,36,none,pass,pass,laiterie.example,laiterie.example,laiterie.example,pass,laiterie.example,pass,mimecast|demo-mimecast-20260825-laiterie,DKIM valide
demo-mimecast-20260825-laiterie,laiterie.example,203.0.113.13,30,none,pass,pass,laiterie.example,laiterie.example,laiterie.example,pass,laiterie.example,pass,mimecast|demo-mimecast-20260825-laiterie,DKIM valide
demo-mimecast-20260825-laiterie,laiterie.example,198.51.100.20,9,none,pass,fail,laiterie.example,bounce.lettre-pro.example,laiterie.example,pass,bounce.lettre-pro.example,pass,mimecast|demo-mimecast-20260825-laiterie,DKIM valide
demo-amazonses-20260825-laiterie,laiterie.example,203.0.113.10,19,none,pass,pass,laiterie.example,laiterie.example,,,laiterie.example,pass,amazon-ses|demo-amazonses-20260825-laiterie,DKIM non renseigné
demo-amazonses-20260825-laiterie,laiterie.example,203.0.113.11,17,none,pass,pass,laiterie.example,laiterie.example,,,laiterie.example,pass,amazon-ses|demo-amazonses-20260825-laiterie,DKIM non renseigné
demo-amazonses-20260825-laiterie,laiterie.example,203.0.113.12,18,none,pass,pass,laiterie.example,laiterie.example,,,laiterie.example,pass,amazon-ses|demo-amazonses-20260825-laiterie,DKIM non renseigné
demo-amazonses-20260825-laiterie,laiterie.example,203.0.113.13,16,none,pass,pass,laiterie.example,laiterie.example,,,laiterie.example,pass,amazon-ses|demo-amazonses-20260825-laiterie,DKIM non renseigné
demo-amazonses-20260825-laiterie,laiterie.example,192.0.2.50,4,none,pass,fail,laiterie.example,laiterie.example,,,laiterie.example,fail,amazon-ses|demo-amazonses-20260825-laiterie,DKIM non renseigné
demo-amazonses-20260825-laiterie,laiterie.example,192.0.2.120,2,reject,fail,fail,laiterie.example,laiterie.example,,,laiterie.example,fail,amazon-ses|demo-amazonses-20260825-laiterie,DKIM non renseigné
demo-googlecom-20260825-boutique-laiterie,boutique-laiterie.example,203.0.113.10,34,none,pass,pass,boutique-laiterie.example,boutique-laiterie.example,boutique-laiterie.example,pass,boutique-laiterie.example,pass,google.com|demo-googlecom-20260825-boutique-laiterie,DKIM valide
demo-googlecom-20260825-boutique-laiterie,boutique-laiterie.example,203.0.113.11,36,none,pass,pass,boutique-laiterie.example,boutique-laiterie.example,boutique-laiterie.example,pass,boutique-laiterie.example,pass,google.com|demo-googlecom-20260825-boutique-laiterie,DKIM valide
demo-googlecom-20260825-boutique-laiterie,boutique-laiterie.example,203.0.113.12,27,none,pass,pass,boutique-laiterie.example,boutique-laiterie.example,boutique-laiterie.example,pass,boutique-laiterie.example,pass,google.com|demo-googlecom-20260825-boutique-laiterie,DKIM valide
demo-googlecom-20260825-boutique-laiterie,boutique-laiterie.example,203.0.113.13,25,none,pass,pass,boutique-laiterie.example,boutique-laiterie.example,boutique-laiterie.example,pass,boutique-laiterie.example,pass,google.com|demo-googlecom-20260825-boutique-laiterie,DKIM valide
demo-googlecom-20260825-boutique-laiterie,boutique-laiterie.example,198.51.100.60,2,quarantine,fail,fail,boutique-laiterie.example,crm-saas.example,crm-saas.example,pass,crm-saas.example,pass,google.com|demo-googlecom-20260825-boutique-laiterie,DKIM d'un tiers
demo-enterpriseoutlook-20260825-boutique-laiterie,boutique-laiterie.example,203.0.113.10,13,none,pass,pass,boutique-laiterie.example,boutique-laiterie.example,boutique-laiterie.example,pass,boutique-laiterie.example,pass,enterprise outlook|demo-enterpriseoutlook-20260825-boutique-laiterie,DKIM valide
demo-enterpriseoutlook-20260825-boutique-laiterie,boutique-laiterie.example,203.0.113.11,9,none,pass,pass,boutique-laiterie.example,boutique-laiterie.example,boutique-laiterie.example,pass,boutique-laiterie.example,pass,enterprise outlook|demo-enterpriseoutlook-20260825-boutique-laiterie,DKIM valide
demo-enterpriseoutlook-20260825-boutique-laiterie,boutique-laiterie.example,203.0.113.12,10,none,pass,pass,boutique-laiterie.example,boutique-laiterie.example,boutique-laiterie.example,pass,boutique-laiterie.example,pass,enterprise outlook|demo-enterpriseoutlook-20260825-boutique-laiterie,DKIM valide
demo-enterpriseoutlook-20260825-boutique-laiterie,boutique-laiterie.example,203.0.113.13,11,none,pass,pass,boutique-laiterie.example,boutique-laiterie.example,boutique-laiterie.example,pass,boutique-laiterie.example,pass,enterprise outlook|demo-enterpriseoutlook-20260825-boutique-laiterie,DKIM valide
demo-enterpriseoutlook-20260825-boutique-laiterie,boutique-laiterie.example,192.0.2.50,4,none,pass,fail,boutique-laiterie.example,boutique-laiterie.example,boutique-laiterie.example,pass,boutique-laiterie.example,fail,enterprise outlook|demo-enterpriseoutlook-20260825-boutique-laiterie,DKIM valide
demo-yahoo-20260825-boutique-laiterie,boutique-laiterie.example,203.0.113.10,5,none,pass,pass,boutique-laiterie.example,boutique-laiterie.example,boutique-laiterie.example,pass,boutique-laiterie.example,pass,yahoo|demo-yahoo-20260825-boutique-laiterie,DKIM valide
demo-yahoo-20260825-boutique-laiterie,boutique-laiterie.example,203.0.113.11,6,none,pass,pass,boutique-laiterie.example,boutique-laiterie.example,boutique-laiterie.example,pass,boutique-laiterie.example,pass,yahoo|demo-yahoo-20260825-boutique-laiterie,DKIM valide
demo-yahoo-20260825-boutique-laiterie,boutique-laiterie.example,203.0.113.12,5,none,pass,pass,boutique-laiterie.example,boutique-laiterie.example,boutique-laiterie.example,pass,boutique-laiterie.example,pass,yahoo|demo-yahoo-20260825-boutique-laiterie,DKIM valide
demo-yahoo-20260825-boutique-laiterie,boutique-laiterie.example,203.0.113.13,5,none,pass,pass,boutique-laiterie.example,boutique-laiterie.example,boutique-laiterie.example,pass,boutique-laiterie.example,pass,yahoo|demo-yahoo-20260825-boutique-laiterie,DKIM valide
demo-yahoo-20260825-boutique-laiterie,boutique-laiterie.example,192.0.2.50,2,none,pass,fail,boutique-laiterie.example,boutique-laiterie.example,boutique-laiterie.example,pass,boutique-laiterie.example,fail,yahoo|demo-yahoo-20260825-boutique-laiterie,DKIM valide
demo-amazonses-20260825-boutique-laiterie,boutique-laiterie.example,203.0.113.10,2,none,pass,pass,boutique-laiterie.example,boutique-laiterie.example,,,boutique-laiterie.example,pass,amazon-ses|demo-amazonses-20260825-boutique-laiterie,DKIM non renseigné
demo-amazonses-20260825-boutique-laiterie,boutique-laiterie.example,203.0.113.11,2,none,pass,pass,boutique-laiterie.example,boutique-laiterie.example,,,boutique-laiterie.example,pass,amazon-ses|demo-amazonses-20260825-boutique-laiterie,DKIM non renseigné
demo-amazonses-20260825-boutique-laiterie,boutique-laiterie.example,203.0.113.12,3,none,pass,pass,boutique-laiterie.example,boutique-laiterie.example,,,boutique-laiterie.example,pass,amazon-ses|demo-amazonses-20260825-boutique-laiterie,DKIM non renseigné
demo-amazonses-20260825-boutique-laiterie,boutique-laiterie.example,203.0.113.13,3,none,pass,pass,boutique-laiterie.example,boutique-laiterie.example,,,boutique-laiterie.example,pass,amazon-ses|demo-amazonses-20260825-boutique-laiterie,DKIM non renseigné
demo-amazonses-20260825-boutique-laiterie,boutique-laiterie.example,192.0.2.50,3,none,pass,fail,boutique-laiterie.example,boutique-laiterie.example,,,boutique-laiterie.example,fail,amazon-ses|demo-amazonses-20260825-boutique-laiterie,DKIM non renseigné
demo-googlecom-20260826-laiterie,laiterie.example,203.0.113.10,141,none,pass,pass,laiterie.example,laiterie.example,laiterie.example,pass,laiterie.example,pass,google.com|demo-googlecom-20260826-laiterie,DKIM valide
demo-googlecom-20260826-laiterie,laiterie.example,203.0.113.11,188,none,pass,pass,laiterie.example,laiterie.example,laiterie.example,pass,laiterie.example,pass,google.com|demo-googlecom-20260826-laiterie,DKIM valide
demo-googlecom-20260826-laiterie,laiterie.example,203.0.113.12,190,none,pass,pass,laiterie.example,laiterie.example,laiterie.example,pass,laiterie.example,pass,google.com|demo-googlecom-20260826-laiterie,DKIM valide
demo-googlecom-20260826-laiterie,laiterie.example,203.0.113.13,161,none,pass,pass,laiterie.example,laiterie.example,laiterie.example,pass,laiterie.example,pass,google.com|demo-googlecom-20260826-laiterie,DKIM valide
demo-googlecom-20260826-laiterie,laiterie.example,198.51.100.20,96,none,pass,fail,laiterie.example,bounce.lettre-pro.example,laiterie.example,pass,bounce.lettre-pro.example,pass,google.com|demo-googlecom-20260826-laiterie,DKIM valide
demo-googlecom-20260826-laiterie,laiterie.example,192.0.2.50,4,none,pass,fail,laiterie.example,laiterie.example,laiterie.example,pass,laiterie.example,fail,google.com|demo-googlecom-20260826-laiterie,DKIM valide
demo-googlecom-20260826-laiterie,laiterie.example,198.51.100.203,1,reject,fail,fail,laiterie.example,,,,fraudeur.example,fail,google.com|demo-googlecom-20260826-laiterie,DKIM absent
demo-enterpriseoutlook-20260826-laiterie,laiterie.example,203.0.113.10,71,none,pass,pass,laiterie.example,laiterie.example,laiterie.example,pass,laiterie.example,pass,enterprise outlook|demo-enterpriseoutlook-20260826-laiterie,DKIM valide
demo-enterpriseoutlook-20260826-laiterie,laiterie.example,203.0.113.11,56,none,pass,pass,laiterie.example,laiterie.example,laiterie.example,pass,laiterie.example,pass,enterprise outlook|demo-enterpriseoutlook-20260826-laiterie,DKIM valide
demo-enterpriseoutlook-20260826-laiterie,laiterie.example,203.0.113.12,72,none,pass,pass,laiterie.example,laiterie.example,laiterie.example,pass,laiterie.example,pass,enterprise outlook|demo-enterpriseoutlook-20260826-laiterie,DKIM valide
demo-enterpriseoutlook-20260826-laiterie,laiterie.example,203.0.113.13,66,none,pass,pass,laiterie.example,laiterie.example,laiterie.example,pass,laiterie.example,pass,enterprise outlook|demo-enterpriseoutlook-20260826-laiterie,DKIM valide
demo-enterpriseoutlook-20260826-laiterie,laiterie.example,198.51.100.20,19,none,pass,fail,laiterie.example,bounce.lettre-pro.example,laiterie.example,pass,bounce.lettre-pro.example,pass,enterprise outlook|demo-enterpriseoutlook-20260826-laiterie,DKIM valide
demo-yahoo-20260826-laiterie,laiterie.example,203.0.113.10,37,none,pass,pass,laiterie.example,laiterie.example,laiterie.example,pass,laiterie.example,pass,yahoo|demo-yahoo-20260826-laiterie,DKIM valide
demo-yahoo-20260826-laiterie,laiterie.example,203.0.113.11,29,none,pass,pass,laiterie.example,laiterie.example,laiterie.example,pass,laiterie.example,pass,yahoo|demo-yahoo-20260826-laiterie,DKIM valide
demo-yahoo-20260826-laiterie,laiterie.example,203.0.113.12,36,none,pass,pass,laiterie.example,laiterie.example,laiterie.example,pass,laiterie.example,pass,yahoo|demo-yahoo-20260826-laiterie,DKIM valide
demo-yahoo-20260826-laiterie,laiterie.example,203.0.113.13,28,none,pass,pass,laiterie.example,laiterie.example,laiterie.example,pass,laiterie.example,pass,yahoo|demo-yahoo-20260826-laiterie,DKIM valide
demo-yahoo-20260826-laiterie,laiterie.example,192.0.2.50,4,none,pass,fail,laiterie.example,laiterie.example,laiterie.example,pass,laiterie.example,fail,yahoo|demo-yahoo-20260826-laiterie,DKIM valide
demo-mimecast-20260826-laiterie,laiterie.example,203.0.113.10,42,none,pass,pass,laiterie.example,laiterie.example,laiterie.example,pass,laiterie.example,pass,mimecast|demo-mimecast-20260826-laiterie,DKIM valide
demo-mimecast-20260826-laiterie,laiterie.example,203.0.113.11,34,none,pass,pass,laiterie.example,laiterie.example,laiterie.example,pass,laiterie.example,pass,mimecast|demo-mimecast-20260826-laiterie,DKIM valide
demo-mimecast-20260826-laiterie,laiterie.example,203.0.113.12,35,none,pass,pass,laiterie.example,laiterie.example,laiterie.example,pass,laiterie.example,pass,mimecast|demo-mimecast-20260826-laiterie,DKIM valide
demo-mimecast-20260826-laiterie,laiterie.example,203.0.113.13,34,none,pass,pass,laiterie.example,laiterie.example,laiterie.example,pass,laiterie.example,pass,mimecast|demo-mimecast-20260826-laiterie,DKIM valide
demo-mimecast-20260826-laiterie,laiterie.example,198.51.100.20,14,none,pass,fail,laiterie.example,bounce.lettre-pro.example,laiterie.example,pass,bounce.lettre-pro.example,pass,mimecast|demo-mimecast-20260826-laiterie,DKIM valide
demo-mimecast-20260826-laiterie,laiterie.example,192.0.2.50,2,none,pass,fail,laiterie.example,laiterie.example,laiterie.example,pass,laiterie.example,fail,mimecast|demo-mimecast-20260826-laiterie,DKIM valide
demo-mimecast-20260826-laiterie,laiterie.example,192.0.2.81,6,reject,fail,fail,laiterie.example,laiterie.example,laiterie.example,fail,laiterie.example,fail,mimecast|demo-mimecast-20260826-laiterie,DKIM cassé
demo-amazonses-20260826-laiterie,laiterie.example,203.0.113.10,19,none,pass,pass,laiterie.example,laiterie.example,,,laiterie.example,pass,amazon-ses|demo-amazonses-20260826-laiterie,DKIM non renseigné
demo-amazonses-20260826-laiterie,laiterie.example,203.0.113.11,14,none,pass,pass,laiterie.example,laiterie.example,,,laiterie.example,pass,amazon-ses|demo-amazonses-20260826-laiterie,DKIM non renseigné
demo-amazonses-20260826-laiterie,laiterie.example,203.0.113.12,20,none,pass,pass,laiterie.example,laiterie.example,,,laiterie.example,pass,amazon-ses|demo-amazonses-20260826-laiterie,DKIM non renseigné
demo-amazonses-20260826-laiterie,laiterie.example,203.0.113.13,21,none,pass,pass,laiterie.example,laiterie.example,,,laiterie.example,pass,amazon-ses|demo-amazonses-20260826-laiterie,DKIM non renseigné
demo-amazonses-20260826-laiterie,laiterie.example,192.0.2.50,2,none,pass,fail,laiterie.example,laiterie.example,,,laiterie.example,fail,amazon-ses|demo-amazonses-20260826-laiterie,DKIM non renseigné
demo-googlecom-20260826-boutique-laiterie,boutique-laiterie.example,203.0.113.10,33,none,pass,pass,boutique-laiterie.example,boutique-laiterie.example,boutique-laiterie.example,pass,boutique-laiterie.example,pass,google.com|demo-googlecom-20260826-boutique-laiterie,DKIM valide
demo-googlecom-20260826-boutique-laiterie,boutique-laiterie.example,203.0.113.11,32,none,pass,pass,boutique-laiterie.example,boutique-laiterie.example,boutique-laiterie.example,pass,boutique-laiterie.example,pass,google.com|demo-googlecom-20260826-boutique-laiterie,DKIM valide
demo-googlecom-20260826-boutique-laiterie,boutique-laiterie.example,203.0.113.12,29,none,pass,pass,boutique-laiterie.example,boutique-laiterie.example,boutique-laiterie.example,pass,boutique-laiterie.example,pass,google.com|demo-googlecom-20260826-boutique-laiterie,DKIM valide
demo-googlecom-20260826-boutique-laiterie,boutique-laiterie.example,203.0.113.13,33,none,pass,pass,boutique-laiterie.example,boutique-laiterie.example,boutique-laiterie.example,pass,boutique-laiterie.example,pass,google.com|demo-googlecom-20260826-boutique-laiterie,DKIM valide
demo-googlecom-20260826-boutique-laiterie,boutique-laiterie.example,192.0.2.50,3,none,pass,fail,boutique-laiterie.example,boutique-laiterie.example,boutique-laiterie.example,pass,boutique-laiterie.example,fail,google.com|demo-googlecom-20260826-boutique-laiterie,DKIM valide
demo-amazonses-20260826-boutique-laiterie,boutique-laiterie.example,203.0.113.10,2,none,pass,pass,boutique-laiterie.example,boutique-laiterie.example,,,boutique-laiterie.example,pass,amazon-ses|demo-amazonses-20260826-boutique-laiterie,DKIM non renseigné
demo-amazonses-20260826-boutique-laiterie,boutique-laiterie.example,203.0.113.11,2,none,pass,pass,boutique-laiterie.example,boutique-laiterie.example,,,boutique-laiterie.example,pass,amazon-ses|demo-amazonses-20260826-boutique-laiterie,DKIM non renseigné
demo-amazonses-20260826-boutique-laiterie,boutique-laiterie.example,203.0.113.12,3,none,pass,pass,boutique-laiterie.example,boutique-laiterie.example,,,boutique-laiterie.example,pass,amazon-ses|demo-amazonses-20260826-boutique-laiterie,DKIM non renseigné
demo-amazonses-20260826-boutique-laiterie,boutique-laiterie.example,203.0.113.13,3,none,pass,pass,boutique-laiterie.example,boutique-laiterie.example,,,boutique-laiterie.example,pass,amazon-ses|demo-amazonses-20260826-boutique-laiterie,DKIM non renseigné
demo-amazonses-20260826-boutique-laiterie,boutique-laiterie.example,192.0.2.120,3,quarantine,fail,fail,boutique-laiterie.example,boutique-laiterie.example,,,boutique-laiterie.example,fail,amazon-ses|demo-amazonses-20260826-boutique-laiterie,DKIM non renseigné
demo-googlecom-20260827-laiterie,laiterie.example,203.0.113.10,227,none,pass,pass,laiterie.example,laiterie.example,laiterie.example,pass,laiterie.example,pass,google.com|demo-googlecom-20260827-laiterie,DKIM valide
demo-googlecom-20260827-laiterie,laiterie.example,203.0.113.11,175,none,pass,pass,laiterie.example,laiterie.example,laiterie.example,pass,laiterie.example,pass,google.com|demo-googlecom-20260827-laiterie,DKIM valide
demo-googlecom-20260827-laiterie,laiterie.example,203.0.113.12,217,none,pass,pass,laiterie.example,laiterie.example,laiterie.example,pass,laiterie.example,pass,google.com|demo-googlecom-20260827-laiterie,DKIM valide
demo-googlecom-20260827-laiterie,laiterie.example,203.0.113.13,157,none,pass,pass,laiterie.example,laiterie.example,laiterie.example,pass,laiterie.example,pass,google.com|demo-googlecom-20260827-laiterie,DKIM valide
demo-googlecom-20260827-laiterie,laiterie.example,198.51.100.20,95,none,pass,fail,laiterie.example,bounce.lettre-pro.example,laiterie.example,pass,bounce.lettre-pro.example,pass,google.com|demo-googlecom-20260827-laiterie,DKIM valide
demo-googlecom-20260827-laiterie,laiterie.example,198.51.100.204,1,reject,fail,fail,laiterie.example,,,,fraudeur.example,softfail,google.com|demo-googlecom-20260827-laiterie,DKIM absent
demo-enterpriseoutlook-20260827-laiterie,laiterie.example,203.0.113.10,51,none,pass,pass,laiterie.example,laiterie.example,laiterie.example,pass,laiterie.example,pass,enterprise outlook|demo-enterpriseoutlook-20260827-laiterie,DKIM valide
demo-enterpriseoutlook-20260827-laiterie,laiterie.example,203.0.113.11,72,none,pass,pass,laiterie.example,laiterie.example,laiterie.example,pass,laiterie.example,pass,enterprise outlook|demo-enterpriseoutlook-20260827-laiterie,DKIM valide
demo-enterpriseoutlook-20260827-laiterie,laiterie.example,203.0.113.12,78,none,pass,pass,laiterie.example,laiterie.example,laiterie.example,pass,laiterie.example,pass,enterprise outlook|demo-enterpriseoutlook-20260827-laiterie,DKIM valide
demo-enterpriseoutlook-20260827-laiterie,laiterie.example,203.0.113.13,82,none,pass,pass,laiterie.example,laiterie.example,laiterie.example,pass,laiterie.example,pass,enterprise outlook|demo-enterpriseoutlook-20260827-laiterie,DKIM valide
demo-enterpriseoutlook-20260827-laiterie,laiterie.example,198.51.100.20,18,none,pass,fail,laiterie.example,bounce.lettre-pro.example,laiterie.example,pass,bounce.lettre-pro.example,pass,enterprise outlook|demo-enterpriseoutlook-20260827-laiterie,DKIM valide
demo-enterpriseoutlook-20260827-laiterie,laiterie.example,192.0.2.81,1,reject,fail,fail,laiterie.example,laiterie.example,laiterie.example,fail,laiterie.example,fail,enterprise outlook|demo-enterpriseoutlook-20260827-laiterie,DKIM cassé
demo-yahoo-20260827-laiterie,laiterie.example,203.0.113.10,36,none,pass,pass,laiterie.example,laiterie.example,laiterie.example,pass,laiterie.example,pass,yahoo|demo-yahoo-20260827-laiterie,DKIM valide
demo-yahoo-20260827-laiterie,laiterie.example,203.0.113.11,30,none,pass,pass,laiterie.example,laiterie.example,laiterie.example,pass,laiterie.example,pass,yahoo|demo-yahoo-20260827-laiterie,DKIM valide
demo-yahoo-20260827-laiterie,laiterie.example,203.0.113.12,30,none,pass,pass,laiterie.example,laiterie.example,laiterie.example,pass,laiterie.example,pass,yahoo|demo-yahoo-20260827-laiterie,DKIM valide
demo-yahoo-20260827-laiterie,laiterie.example,203.0.113.13,42,none,pass,pass,laiterie.example,laiterie.example,laiterie.example,pass,laiterie.example,pass,yahoo|demo-yahoo-20260827-laiterie,DKIM valide
demo-yahoo-20260827-laiterie,laiterie.example,198.51.100.20,10,none,pass,fail,laiterie.example,bounce.lettre-pro.example,laiterie.example,pass,bounce.lettre-pro.example,pass,yahoo|demo-yahoo-20260827-laiterie,DKIM valide
demo-mimecast-20260827-laiterie,laiterie.example,203.0.113.10,26,none,pass,pass,laiterie.example,laiterie.example,laiterie.example,pass,laiterie.example,pass,mimecast|demo-mimecast-20260827-laiterie,DKIM valide
demo-mimecast-20260827-laiterie,laiterie.example,203.0.113.11,29,none,pass,pass,laiterie.example,laiterie.example,laiterie.example,pass,laiterie.example,pass,mimecast|demo-mimecast-20260827-laiterie,DKIM valide
demo-mimecast-20260827-laiterie,laiterie.example,203.0.113.12,30,none,pass,pass,laiterie.example,laiterie.example,laiterie.example,pass,laiterie.example,pass,mimecast|demo-mimecast-20260827-laiterie,DKIM valide
demo-mimecast-20260827-laiterie,laiterie.example,203.0.113.13,39,none,pass,pass,laiterie.example,laiterie.example,laiterie.example,pass,laiterie.example,pass,mimecast|demo-mimecast-20260827-laiterie,DKIM valide
demo-mimecast-20260827-laiterie,laiterie.example,198.51.100.20,16,none,pass,fail,laiterie.example,bounce.lettre-pro.example,laiterie.example,pass,bounce.lettre-pro.example,pass,mimecast|demo-mimecast-20260827-laiterie,DKIM valide
demo-mimecast-20260827-laiterie,laiterie.example,192.0.2.50,3,none,pass,fail,laiterie.example,laiterie.example,laiterie.example,pass,laiterie.example,fail,mimecast|demo-mimecast-20260827-laiterie,DKIM valide
demo-mimecast-20260827-laiterie,laiterie.example,192.0.2.80,4,reject,fail,fail,laiterie.example,laiterie.example,laiterie.example,fail,laiterie.example,fail,mimecast|demo-mimecast-20260827-laiterie,DKIM cassé
demo-amazonses-20260827-laiterie,laiterie.example,203.0.113.10,18,none,pass,pass,laiterie.example,laiterie.example,,,laiterie.example,pass,amazon-ses|demo-amazonses-20260827-laiterie,DKIM non renseigné
demo-amazonses-20260827-laiterie,laiterie.example,203.0.113.11,15,none,pass,pass,laiterie.example,laiterie.example,,,laiterie.example,pass,amazon-ses|demo-amazonses-20260827-laiterie,DKIM non renseigné
demo-amazonses-20260827-laiterie,laiterie.example,203.0.113.12,13,none,pass,pass,laiterie.example,laiterie.example,,,laiterie.example,pass,amazon-ses|demo-amazonses-20260827-laiterie,DKIM non renseigné
demo-amazonses-20260827-laiterie,laiterie.example,203.0.113.13,19,none,pass,pass,laiterie.example,laiterie.example,,,laiterie.example,pass,amazon-ses|demo-amazonses-20260827-laiterie,DKIM non renseigné
demo-amazonses-20260827-laiterie,laiterie.example,192.0.2.120,1,reject,fail,fail,laiterie.example,laiterie.example,,,laiterie.example,fail,amazon-ses|demo-amazonses-20260827-laiterie,DKIM non renseigné
demo-enterpriseoutlook-20260827-boutique-laiterie,boutique-laiterie.example,203.0.113.10,10,none,pass,pass,boutique-laiterie.example,boutique-laiterie.example,boutique-laiterie.example,pass,boutique-laiterie.example,pass,enterprise outlook|demo-enterpriseoutlook-20260827-boutique-laiterie,DKIM valide
demo-enterpriseoutlook-20260827-boutique-laiterie,boutique-laiterie.example,203.0.113.11,8,none,pass,pass,boutique-laiterie.example,boutique-laiterie.example,boutique-laiterie.example,pass,boutique-laiterie.example,pass,enterprise outlook|demo-enterpriseoutlook-20260827-boutique-laiterie,DKIM valide
